	Loss	Train Corr	Val Corr
0	0.007098371163010597	0.8185197114944458	0.7953943014144897
1	0.007167965639382601	0.820425808429718	0.8087565302848816
2	0.007833794690668583	0.8066661357879639	0.8295735716819763
3	0.00597246503457427	0.8175746202468872	0.8005871772766113
4	0.007349224295467138	0.8170599937438965	0.8116101026535034
mean	0.0070843641646206375	0.8160492539405823	0.8091843366622925
