	Loss	Train Corr	Val Corr
0	0.00014670802920591086	0.8321988582611084	0.8173387050628662
1	0.00016469479305669665	0.8217580318450928	0.8132753968238831
2	0.00017414538888260722	0.8115957379341125	0.833787739276886
3	0.00014104916772339493	0.8332371115684509	0.824079692363739
4	0.00016783445607870817	0.8259916305541992	0.8181501626968384
mean	0.00015888636698946357	0.8249562740325928	0.8213263392448426
