	Loss	Train Corr	Val Corr
0	0.00015604648797307163	0.8318365812301636	0.8190391063690186
1	0.00016748924099374563	0.8187940716743469	0.8074930310249329
2	0.00016343740571755916	0.8240220546722412	0.8237303495407104
3	0.00014035776257514954	0.8261118531227112	0.8245846629142761
4	0.00017982671852223575	0.8069597482681274	0.8238292932510376
mean	0.00016143152315635235	0.821544861793518	0.8197352886199951
