	Loss	Train Corr	Val Corr
0	0.008185168728232384	0.8063662052154541	0.800663948059082
1	0.007634424604475498	0.8208928108215332	0.8189155459403992
2	0.00701838918030262	0.8094720244407654	0.8012374043464661
3	0.007115737069398165	0.7872776985168457	0.8246250152587891
4	0.007780835963785648	0.8099017143249512	0.7908129692077637
mean	0.007546911109238863	0.8067820906639099	0.8072509765625
