	Loss	Train Corr	Val Corr
0	0.00014713358541484922	0.8325948119163513	0.8147886991500854
1	0.00016085566312540323	0.8222980499267578	0.8100889325141907
2	0.00016850738029461354	0.8152420520782471	0.8335651159286499
3	0.00013767801283393055	0.8323425054550171	0.8218110799789429
4	0.00016480770136695355	0.8295405507087708	0.8214786052703857
mean	0.00015579646860715003	0.8264035940170288	0.8203464865684509
