	Loss	Train Corr	Val Corr
0	0.01227779034525156	0.7013038396835327	0.6798458695411682
1	0.010363775305449963	0.7019283771514893	0.6756715774536133
2	0.01253347285091877	0.6672394275665283	0.7006937861442566
3	0.011274967342615128	0.6875355839729309	0.7000598311424255
4	0.0105885099619627	0.6945940852165222	0.677008330821991
mean	0.011407703161239624	0.6905202627182007	0.6866558790206909
