	Loss	Train Corr	Val Corr
0	0.00018275834736414254	0.8113137483596802	0.7975232601165771
1	0.00018698339408729225	0.8070093989372253	0.7958720922470093
2	0.00017771721468307078	0.8052762746810913	0.8207066655158997
3	0.000160619369125925	0.8141100406646729	0.8098288774490356
4	0.00017167195619549602	0.8065088987350464	0.8227291107177734
mean	0.00017595005629118533	0.8088436722755432	0.8093320012092591
