	Loss	Train Corr	Val Corr
0	0.000187544064829126	0.8180872797966003	0.8184496164321899
1	0.00015036998956929892	0.8187239170074463	0.8129363656044006
2	0.0001474734308430925	0.8262571692466736	0.8324292302131653
3	0.00012832856737077236	0.8392172455787659	0.8231661915779114
4	0.00014496056246571243	0.8200361728668213	0.8221166133880615
mean	0.00015173532301560044	0.8244643568992615	0.8218196034431458
