	Loss	Train Corr	Val Corr
0	0.0001951752492459491	0.8123935461044312	0.8145042061805725
1	0.0001555787748657167	0.8141571283340454	0.8085223436355591
2	0.00015119028103072196	0.8253023028373718	0.8296075463294983
3	0.00013148074503988028	0.8377071619033813	0.8215458393096924
4	0.00014721813204232603	0.8195698261260986	0.8230956196784973
mean	0.0001561286364449188	0.8218259930610656	0.8194551110267639
