	Loss	Train Corr	Val Corr
0	0.00017293530981987715	0.822833240032196	0.811691164970398
1	0.0001739649014780298	0.8284798860549927	0.8274486064910889
2	0.00015642333892174065	0.8146746158599854	0.8189697861671448
3	0.00015917896234896034	0.7944698333740234	0.83038330078125
4	0.00016479553596582264	0.8276458382606506	0.8114120364189148
mean	0.00016545960970688612	0.8176206827163697	0.8199809789657593
