	Loss	Train Corr	Val Corr
0	0.007879380136728287	0.8162845969200134	0.8061360120773315
1	0.008157707750797272	0.8045088648796082	0.7964644432067871
2	0.008134421892464161	0.8121469020843506	0.8134799003601074
3	0.0060981702990829945	0.8118296265602112	0.8173142671585083
4	0.008563971146941185	0.7819508910179138	0.8056009411811829
mean	0.007766730245202779	0.8053441762924194	0.8077991127967834
