	Loss	Train Corr	Val Corr
0	0.008210550993680954	0.8108806610107422	0.80191969871521
1	0.007863102480769157	0.818810224533081	0.8194195628166199
2	0.007508443668484688	0.8078237771987915	0.8121165633201599
3	0.007078602910041809	0.7931661009788513	0.8222984671592712
4	0.007374745327979326	0.8241450786590576	0.7983933687210083
mean	0.007607089076191187	0.8109651684761048	0.8108295321464538
