	Loss	Train Corr	Val Corr
0	0.00014216343697626144	0.8395410776138306	0.8184797167778015
1	0.0001763457985362038	0.8154588937759399	0.8131260871887207
2	0.00017641512386035174	0.8122400045394897	0.8331241011619568
3	0.00018329780141357332	0.8042691349983215	0.8216032385826111
4	0.00017821197980083525	0.8104845285415649	0.8208217024803162
mean	0.0001712868281174451	0.8163987278938294	0.8214309692382813
