	Loss	Train Corr	Val Corr
0	0.008003118447959423	0.7998165488243103	0.7865101099014282
1	0.0074173444882035255	0.8141335844993591	0.806257963180542
2	0.007741956971585751	0.7906948328018188	0.8108526468276978
3	0.006620203144848347	0.8156138062477112	0.8029141426086426
4	0.008181638084352016	0.8067424297332764	0.8046740889549255
mean	0.0075928522273898125	0.8054002404212952	0.8022417902946473
