	Loss	Train Corr	Val Corr
0	0.00023748347302898765	0.697898268699646	0.6750040054321289
1	0.00023396860342472792	0.6934696435928345	0.6969572305679321
2	0.00025724456645548344	0.6686995625495911	0.6834609508514404
3	0.0002617112477310002	0.6683056950569153	0.702043354511261
4	0.00029198097763583064	0.6945999264717102	0.6865883469581604
mean	0.00025647777365520594	0.6845946192741394	0.6888107776641845
