	Loss	Train Corr	Val Corr
0	0.010945381596684456	0.6888322830200195	0.671967625617981
1	0.010251757688820362	0.6945087909698486	0.6953683495521545
2	0.011782129295170307	0.6679312586784363	0.6832391023635864
3	0.011633841320872307	0.671446681022644	0.6996033787727356
4	0.012938754633069038	0.6893932223320007	0.6842001676559448
mean	0.011510372906923295	0.6824224472045899	0.6868757247924805
