	Loss	Train Corr	Val Corr
0	0.009077231399714947	0.7927269339561462	0.7819693088531494
1	0.007078873924911022	0.7940104007720947	0.7910591959953308
2	0.007623846177011728	0.8027938604354858	0.8132141828536987
3	0.005598053336143494	0.8378984332084656	0.8196565508842468
4	0.006732741370797157	0.8082180023193359	0.8109748363494873
mean	0.00722214924171567	0.8071295261383057	0.8033748149871827
