	Loss	Train Corr	Val Corr
0	0.0001682895963313058	0.8342487812042236	0.8168790340423584
1	0.00017200043657794595	0.823910117149353	0.8079206943511963
2	0.00017768159159459174	0.8079043030738831	0.8252216577529907
3	0.00015483770403079689	0.8245295286178589	0.8279257416725159
4	0.00016499687626492232	0.8158128261566162	0.8293797969818115
mean	0.00016756124095991255	0.8212811112403869	0.8214653849601745
