	Loss	Train Corr	Val Corr
0	0.0001868439867394045	0.8176885843276978	0.811016321182251
1	0.0001558961084811017	0.8206572532653809	0.8298805356025696
2	0.00013982562813907862	0.8180234432220459	0.8195563554763794
3	0.0001593212509760633	0.8121885657310486	0.8273302912712097
4	0.00016249438340310007	0.8204466104507446	0.8124338984489441
mean	0.00016087627154774963	0.8178008913993835	0.8200434803962707
