	Loss	Train Corr	Val Corr
0	0.00015083349717315286	0.8307108879089355	0.8160009980201721
1	0.00014487505541183054	0.8269709348678589	0.8103448748588562
2	0.00016113536548800766	0.8186602592468262	0.8237159848213196
3	0.00014103404828347266	0.8331897854804993	0.826637864112854
4	0.0001753184769768268	0.8170428276062012	0.8298707604408264
mean	0.0001546392886666581	0.8253149390220642	0.8213140964508057
