	Loss	Train Corr	Val Corr
0	0.00016841334581840783	0.8271791338920593	0.8091497421264648
1	0.00014825491234660149	0.8357695937156677	0.827071487903595
2	0.0001466251560486853	0.8171480298042297	0.8188486695289612
3	0.00013878232857678086	0.8571879267692566	0.8319437503814697
4	0.00017531988851260394	0.8246130347251892	0.8143342733383179
mean	0.00015547912626061587	0.8323795437812805	0.8202695846557617
