	Loss	Train Corr	Val Corr
0	0.0002363649837207049	0.6967964768409729	0.6767786741256714
1	0.0002340197388548404	0.695746898651123	0.6965162754058838
2	0.00025569956051185727	0.6701763272285461	0.6824184656143188
3	0.000260636123130098	0.6695471405982971	0.704591691493988
4	0.00029109709430485964	0.69500732421875	0.6881571412086487
mean	0.00025556350010447204	0.6854548335075379	0.6896924495697021
