	Loss	Train Corr	Val Corr
0	0.00013455456064548343	0.8358555436134338	0.816800594329834
1	0.00015340492245741189	0.8224592208862305	0.8100746273994446
2	0.0001559164229547605	0.8335157632827759	0.8319079279899597
3	0.00017509545432403684	0.7921144366264343	0.8220159411430359
4	0.0001578715891810134	0.8259817361831665	0.8217982053756714
mean	0.0001553685899125412	0.8219853401184082	0.8205194592475891
