	Loss	Train Corr	Val Corr
0	0.007874726317822933	0.8199322819709778	0.8021063208580017
1	0.008212666027247906	0.8045862317085266	0.7911370992660522
2	0.008435037918388844	0.7836973071098328	0.8070809245109558
3	0.008234076201915741	0.7897288203239441	0.7910163998603821
4	0.007813472300767899	0.7970234155654907	0.8142293691635132
mean	0.008113995753228664	0.7989936113357544	0.801114022731781
