	Loss	Train Corr	Val Corr
0	0.0002722543431445956	0.7018660306930542	0.6841793060302734
1	0.00022479498875327408	0.7036910057067871	0.6790183186531067
2	0.00028084011864848435	0.6656267046928406	0.7018962502479553
3	0.00026231814990751445	0.6902045011520386	0.7046483755111694
4	0.00022783134772907943	0.6946448683738708	0.6768706440925598
mean	0.0002536077896365896	0.6912066221237183	0.689322578907013
