	Loss	Train Corr	Val Corr
0	0.00016618332301732153	0.8298363089561462	0.8149068355560303
1	0.0001662562572164461	0.8272759318351746	0.8100588917732239
2	0.00018509785877540708	0.8073837757110596	0.8272296786308289
3	0.0001498897618148476	0.825035572052002	0.8243351578712463
4	0.00016566002159379423	0.8135350346565247	0.829775333404541
mean	0.0001666174444835633	0.8206133246421814	0.821261179447174
