	Loss	Train Corr	Val Corr
0	0.00017308228416368365	0.8192839622497559	0.812965989112854
1	0.0001743700704537332	0.8301010727882385	0.8287693858146667
2	0.0001541684614494443	0.8155612945556641	0.8193566799163818
3	0.0001547468127682805	0.8015391826629639	0.8328643441200256
4	0.0001558551739435643	0.8388590812683105	0.8147013187408447
mean	0.00016244456055574118	0.8210689187049866	0.8217315435409546
